split,scene,family,condition,degradation,true_siting,base_kernel,mode,mae,psnr,edge_mae,smooth_mae,phase_px,phase_abs_px,alias_px,spread_delta_px,bleed_mass,ringing_mass
development,dev_00103_sine_luma_only,sine,luma_only,triangle,left,lanczos2,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,triangle,left,lanczos3,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,triangle,left,lanczos3,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,triangle,left,lanczos4,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,triangle,left,lanczos4,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,triangle,left,jinc2,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,triangle,left,jinc2,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,triangle,left,jinc3,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,triangle,left,jinc3,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,triangle,left,jinc4,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,triangle,left,jinc4,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,bilinear,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,bilinear,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,bicubic_catrom,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,bicubic_catrom,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,bicubic_sharp,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,bicubic_sharp,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,bicubic_mitchell,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,bicubic_mitchell,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,spline16,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,spline16,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,spline36,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,spline36,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,lanczos2,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,lanczos2,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,lanczos3,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,lanczos3,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,lanczos4,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,lanczos4,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,jinc2,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,jinc2,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,jinc3,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,jinc3,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,jinc4,plain,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,jinc4,algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,dev_00104_chevron_coedge,chevron,coedge,box,left,bilinear,plain,0.0031480719216916047,33.14299811429556,0.03305475517776185,0.0,0.5027359518693024,0.5027359518693024,0.13124487835199866,1.5673617561355357,0.046047031214194636,4.009121940249489e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,bilinear,algo6,0.0022862094384578507,35.01506769126617,0.024005197489237788,0.0,0.3809131299484066,0.3809131299484066,0.11514641846136309,1.0567035798888542,0.03344053103189383,4.3550417536780945e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,bicubic_catrom,plain,0.0027600065997641088,33.563919563382484,0.02895919809946333,0.0,0.5026979201802726,0.5026979201802726,0.12318309868910043,1.2429619200493118,0.04037078008765266,3.982512723831903e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,bicubic_catrom,algo6,0.002165303269408848,35.04615500255707,0.022718374386299513,0.0,0.4022488966238307,0.4022488966238307,0.11271685398930455,0.9106165755115472,0.031672028004236165,4.186516716366722e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,bicubic_sharp,plain,0.002709110858498881,33.63045833932509,0.028414743144334613,0.0,0.5026765632009584,0.5026765632009584,0.1206609763612865,1.1938240905851083,0.039626325702383405,3.991382462637765e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,bicubic_sharp,algo6,0.002146932535258105,35.05369737557763,0.022517246032380388,0.0,0.40588039064637893,0.40588039064637893,0.11125298424036476,0.8847926216242008,0.03140331873492826,4.1953864551725845e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,bicubic_mitchell,plain,0.0031708834122209347,33.26888164684594,0.03328668411493362,0.0,0.5027725074492398,0.5027725074492398,0.10952501975478035,1.583310174772395,0.04638068187272265,3.113278320857457e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,bicubic_mitchell,algo6,0.002204611036133775,35.1949757266137,0.02314595107461736,0.0,0.3779800858117459,0.3779800858117459,0.09877561296869782,1.0188169825300128,0.03224698032829024,3.85833638054984e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,spline16,plain,0.002705598078955724,33.633995429833746,0.028376754539446363,0.0,0.5025521853097636,0.5025521853097636,0.11915616533538494,1.1927925217434299,0.039574944658116215,3.991382462637765e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,spline16,algo6,0.0021461786297659437,35.05622675393986,0.022508391704745702,0.0,0.4057663976292624,0.4057663976292624,0.10995335886723397,0.8853861852314238,0.03139229218608567,4.204256193978446e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,spline36,plain,0.0027301318172013905,33.722714350185065,0.02784899030603767,4.6444862770537537e-10,0.5028084721817149,0.5028084721817149,0.11711161703611742,1.1213321574586372,0.03993191057816148,2.962492761157808e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,spline36,algo6,0.0021908459541149744,35.06181132768467,0.02238676471426429,4.6444862770537537e-10,0.4110227705670117,0.4110227705670117,0.10911940434908868,0.8475547376977495,0.03204376616382173,3.476937611897787e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,lanczos2,plain,0.0027625296179456223,33.564630261631166,0.02898381562426082,0.0,0.5027729219181668,0.5027729219181668,0.12470751270712294,1.2431636868320612,0.040407683833369186,3.991382462637765e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,lanczos2,algo6,0.002165811718210563,35.04706374039587,0.022722146655723918,0.0,0.4026118789585846,0.4026118789585846,0.11399093198353911,0.9087502948866846,0.0316794651471788,4.1776469775608605e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,lanczos3,plain,0.00271910470175082,33.768031756596386,0.02753236269025668,4.019100396406083e-10,0.5028679704684483,0.5028679704684483,0.11588664891162602,1.0836809878871356,0.03976970642716402,2.927013805934361e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,lanczos3,algo6,0.0021975908052324594,35.0600834653415,0.02230929456259002,4.019100396406083e-10,0.4139194767954908,0.4139194767954908,0.10850688766625485,0.8274926199096224,0.0321415257640183,3.49467708950951e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,lanczos4,plain,0.0027894392929870377,33.76344255189953,0.0277871858661889,1.2698139817941757e-07,0.5031498010228541,0.5031498010228541,0.11668145046282424,1.0708297259939135,0.04079207106094275,3.308412574586414e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,lanczos4,algo6,0.002253226717056806,35.04771230742816,0.022516894925155656,1.2698139817941757e-07,0.41476822747269493,0.41476822747269493,0.10921869457650346,0.8195646251438136,0.03294887322755087,3.7696389924912224e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,jinc2,plain,0.0030822000927378263,33.32234911649986,0.03236310097374718,0.0,0.502652036358729,0.502652036358729,0.10820618748590195,1.5282002300569821,0.04508351680955717,3.7696389924912224e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,jinc2,algo6,0.0022010962152998795,35.18082661781818,0.023111508393845896,0.0,0.38084602988227667,0.38084602988227667,0.09768732085766754,1.0087478756174664,0.032195574759195246,4.3018233208429245e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,jinc3,plain,0.002742334039204683,33.72617290592783,0.028007024355983526,2.771793376831781e-12,0.5022706379853966,0.5022706379853966,0.09574631030390429,1.1710893587963997,0.04011185924034743,2.6431821641467865e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,jinc3,algo6,0.0021769588444207197,35.136674508183575,0.022277146964846735,2.771793376831781e-12,0.4053317900150473,0.4053317900150473,0.09076016462677815,0.8777356498671567,0.031842150658901246,3.166496753692627e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,jinc4,plain,0.003071738410802268,33.63285839698789,0.029303743155694627,1.2369127944111824e-10,0.5025063999869838,0.5025063999869838,0.09331245700630279,1.237549726039182,0.044930463479388325,1.9424727984837124e-08
development,dev_00104_chevron_coedge,chevron,coedge,box,left,jinc4,algo6,0.0023281371941678585,35.1462296956511,0.02269476353380707,1.2369127944111824e-10,0.4002782808118329,0.4002782808118329,0.08852979997863451,0.9001104230459267,0.03405378350899333,2.7318795522054035e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,bilinear,plain,0.002993165068675515,34.700584882835045,0.03142545422521098,0.0,-0.002937914161934362,0.002937914161934362,0.09580050973553908,1.9273863195086343,0.043781197984658536,3.6898113432384674e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,bilinear,algo6,0.0019267185392450063,37.322523924948484,0.020227766963389945,0.0,-0.019278657819866422,0.019278657819866422,0.07941091535340716,1.1654349936051223,0.028182241644355514,4.4259996641249885e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,bicubic_catrom,plain,0.0024690475272486734,35.65706681211955,0.025918270187546676,0.0,-0.0029315677112847823,0.0029315677112847823,0.08670521315608269,1.5491454192089156,0.036114907158272605,3.8672061193557014e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,bicubic_catrom,algo6,0.0017155368474553404,37.84593578378482,0.018008734863542486,0.0,-0.019579250076497058,0.019579250076497058,0.07507725333198564,1.0246588760440722,0.02509327792739939,4.363911492483956e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,bicubic_sharp,plain,0.0023925280025679737,35.824765495566034,0.0251102583584032,0.0,-0.002901278020518713,0.002901278020518713,0.08283695915073362,1.4918775657719692,0.034995652424792446,3.884945596967425e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,bicubic_sharp,algo6,0.001685397449320936,37.94360670597925,0.01768907855806728,0.0,-0.019599397838643114,0.019599397838643114,0.0726033145636252,1.0006952877328399,0.024652427616750912,4.346172014872233e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,bicubic_mitchell,plain,0.0030053755528772147,34.78516132923194,0.031547580067646255,0.0,-0.0017298698369196635,0.0017298698369196635,0.08047441579747026,1.9127902863880732,0.043959790197688905,2.9802322387695312e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,bicubic_mitchell,algo6,0.0018678693511431442,37.435400496483176,0.019608613400903,0.0,-0.01864915982403295,0.01864915982403295,0.0695441501870109,1.1281306958619057,0.027321449358991924,4.142168022337414e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,spline16,plain,0.002388722624240794,35.8279486278554,0.02506980903200158,0.0,-0.0028957565385059865,0.0028957565385059865,0.0826864499173495,1.4892438879145249,0.034939991953294905,3.8938153357732864e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,spline16,algo6,0.0016847815979805368,37.94262930903178,0.017682443247481604,0.0,-0.019645145385211792,0.019645145385211792,0.07249852915477584,1.0010834766445267,0.024643419975680963,4.337302276066371e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,spline36,plain,0.002358393090740769,36.06759266275343,0.024066459828905602,2.712546293402002e-09,-0.0026941258707679203,0.0026941258707679203,0.0788958202897844,1.4134497035504416,0.03449510865002161,2.6165729477292015e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,spline36,algo6,0.0016875275737849378,38.086272547522015,0.017232544232683722,2.712546293402002e-09,-0.019568081570792414,0.019568081570792414,0.07016107078605019,0.970604719977642,0.024682348671679694,3.609983693985712e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,lanczos2,plain,0.002469887583048765,35.66005009257577,0.02592597455146634,0.0,-0.0030011436352106458,0.0030011436352106458,0.0863154750052356,1.5497488826663652,0.03612719445178906,3.85833638054984e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,lanczos2,algo6,0.0017156110800416768,37.850433792422976,0.018008317481352214,0.0,-0.01960582158426109,0.01960582158426109,0.07486689447475701,1.0237802592231942,0.025094363594516403,4.363911492483956e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,lanczos3,plain,0.0023217441042368576,36.207717338039245,0.023492432987127575,2.568932749064905e-09,-0.0025766825179359,0.0025766825179359,0.0780735364533963,1.368395595726352,0.033958101112927706,2.5988334701174782e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,lanczos3,algo6,0.00167458677612791,38.1682096999282,0.01696044937853003,2.568932749064905e-09,-0.01952219548898763,0.01952219548898763,0.06981439416653906,0.9524567020094443,0.02449212896282829,3.5656349999564034e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,lanczos4,plain,0.002358581995512624,36.22984624092119,0.023546007488047985,6.770832918673044e-08,-0.002390565633470377,0.002390565633470377,0.07656936290568629,1.3615510433298963,0.03449691435144771,3.281803358168829e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,lanczos4,algo6,0.0016964225796652671,38.18541477146938,0.01697654650134999,6.770832918673044e-08,-0.01945830264472201,0.01945830264472201,0.0687011897111494,0.94756465301884,0.024811487944264497,4.080079850696382e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,jinc2,plain,0.002892621800056654,34.914345888945306,0.03037252890059487,0.0,-0.0017022704666994045,0.0017022704666994045,0.08044461234243354,1.8403130427461771,0.042310547172313646,3.787378470102946e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,jinc2,algo6,0.0018470521416457564,37.48021145379149,0.01939404336700959,0.0,-0.01893109740974313,0.01893109740974313,0.0696370149141148,1.112714848096892,0.02701696174751435,4.6300036566598076e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,jinc3,plain,0.0023718632947178912,35.956733684517374,0.024309355937962858,2.494614039148603e-11,-0.001672881368364695,0.001672881368364695,0.07202810724586643,1.4245790098468023,0.03469156265436184,2.5544847760881695e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,jinc3,algo6,0.0016979883615861494,38.000476207918794,0.01741854429218663,2.494614039148603e-11,-0.0196783960697348,0.0196783960697348,0.06523569262382128,0.9818889813129379,0.02483487724592643,3.18423623130435e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,jinc4,plain,0.0027014871197882993,35.703407812565075,0.025764176645896527,2.127351416718392e-10,-0.0013547120037243317,0.0013547120037243317,0.07020182413176113,1.509673519666925,0.039514780088904355,1.8715148880368187e-08
development,dev_00104_chevron_coedge,chevron,coedge,triangle,left,jinc4,algo6,0.0018366979769813298,37.87371497189669,0.01793284497883481,2.127351416718392e-10,-0.01937186769785863,0.01937186769785863,0.0637365331580626,1.0094769160370298,0.02686548228597357,2.7407492910112652e-08
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,bilinear,plain,0.002796225532259245,35.54758970946314,0.029120001568073695,0.0,-0.0028788081076685486,0.0028788081076685486,0.09497211461751652,1.5086169212400555,0.04090053869766139,0.004677959473892337
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,bilinear,algo6,0.0021467076036316194,38.10656772699876,0.02228375999748962,0.0,-0.018362950489429406,0.018362950489429406,0.07943665144072365,0.8524734093389565,0.03140001419177722,0.008578211850752788
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,bicubic_catrom,plain,0.0026204935128674124,36.51903556783974,0.027067608945799293,3.227406913148505e-10,-0.002670813171459526,0.002670813171459526,0.08440973847902027,1.1712247996941036,0.03832913227822809,0.008675580761129302
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,bicubic_catrom,algo6,0.0021753799133760383,38.571856177397976,0.0223966635014568,3.227406913148505e-10,-0.018341422935591146,0.018341422935591146,0.0739166584027887,0.7250658963848517,0.031818436414358164,0.011378862562456302
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,bicubic_sharp,plain,0.002590978011777016,36.69095466063101,0.026705086972296635,4.724175336637667e-10,-0.002596200968147965,0.002596200968147965,0.07971832560855377,1.1189744608941223,0.03789708554922115,0.009195962338708341
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,bicubic_sharp,algo6,0.002172372900333642,38.67036561158974,0.02231426784523397,4.724175336637667e-10,-0.01830574023488956,0.01830574023488956,0.07075929967414571,0.7018079996990225,0.03177413031724947,0.011694893728764285
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,bicubic_mitchell,plain,0.002764328582545447,35.69246849181837,0.028614161233289928,1.380699575834331e-10,-0.0014609804739509663,0.0014609804739509663,0.07795644893887321,1.5041910540804968,0.04043354260336075,0.004904714629187116
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,bicubic_mitchell,algo6,0.002239837063033748,38.158639164815455,0.023078301215718966,1.380699575834331e-10,-0.017545685365456976,0.017545685365456976,0.06816402483070545,0.8306833737659518,0.032761783516477974,0.010440335287490771
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,spline16,plain,0.0025966926660160893,36.688727070420946,0.02675679588425001,6.797823256679944e-10,-0.0025794951370305646,0.0025794951370305646,0.07978929755648431,1.1172994367416822,0.03798049426681939,0.009295095855902349
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,spline16,algo6,0.002174435806036462,38.667216502036574,0.022328297039729522,6.797823256679944e-10,-0.01833602070225623,0.01833602070225623,0.07083345486714304,0.7015813196616085,0.0318041240042519,0.011724486137695965
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,spline36,plain,0.0025520014966710822,36.990129638967176,0.025623626430128103,4.390312824398279e-08,-0.002263086573779467,0.002263086573779467,0.07504760285540418,1.0413211731097227,0.03731474881282165,0.008923215891367622
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,spline36,algo6,0.0021724066404834844,38.87079987082165,0.02174690127971449,4.390312824398279e-08,-0.018101083479107476,0.018101083479107476,0.06769522440186589,0.6626247940981187,0.03176239897896137,0.011504861104878642
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,lanczos2,plain,0.0026179869540816844,36.52574375553857,0.02703712349518485,2.626274224548113e-10,-0.002752511196680841,0.002752511196680841,0.08316932818252573,1.1709936835461894,0.03829250546793143,0.008643470954016916
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,lanczos2,algo6,0.0021749552374754773,38.57919559039474,0.022388296574977824,2.626274224548113e-10,-0.018388827402992403,0.018388827402992403,0.07305513855726033,0.7247055569494962,0.03181226183438585,0.01137791212559456
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,lanczos3,plain,0.0025362740126511694,37.14162012874692,0.025201727038403902,6.57204336242839e-08,-0.0020839560339804934,0.0020839560339804934,0.07387693592421382,0.9988923543334824,0.03708055089893086,0.009144535848116945
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,lanczos3,algo6,0.0021753097873335797,38.96137011389923,0.0215521827676206,6.57204336242839e-08,-0.01797268917321207,0.01797268917321207,0.06703990453263423,0.642651936485922,0.03180071199312806,0.011662618778202506
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,lanczos4,plain,0.0025749758268522904,37.20015155353143,0.024659188910629296,6.811777503961431e-07,-0.001812821022592366,0.001812821022592366,0.07195614983067826,0.9854975879276948,0.03757466573179478,0.009396587781208967
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,lanczos4,algo6,0.002233265166081406,39.00555256112207,0.021254391491571108,6.811777503961431e-07,-0.01780519209752158,0.01780519209752158,0.06560785000570353,0.6340247846795315,0.03257645276330766,0.012310594719435488
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,jinc2,plain,0.002800039001863761,35.79383099079787,0.028871731265921664,0.0,-0.0013379660058525644,0.0013379660058525644,0.0772626222195938,1.4463167878714296,0.04095592185677517,0.006366607311758257
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,jinc2,algo6,0.0022727865596405333,38.17969657722842,0.02332847190666057,0.0,-0.01774564849870711,0.01774564849870711,0.0678102568328843,0.8161505419833637,0.03324378091132357,0.011122471741622402
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,jinc3,plain,0.0028078104709381977,36.73976876625137,0.027787764818120713,3.8537802451866726e-08,-0.0010287208882076861,0.0010287208882076861,0.06831517353572521,1.0652210101486406,0.041040451265871525,0.01190794219395944
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,jinc3,algo6,0.002367330652991861,38.6232035667088,0.023296744152113597,3.8537802451866726e-08,-0.018079310990404402,0.018079310990404402,0.06278490489529084,0.6759208604580482,0.03459744463630375,0.013862529592145057
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,jinc4,plain,0.002923826961536232,36.583635770990064,0.026924260233239954,1.6056552080304494e-06,-0.0006590718740972738,0.0006590718740972738,0.06630196170993279,1.1332349442675522,0.042487034995463635,0.009183436532371811
development,dev_00104_chevron_coedge,chevron,coedge,bicubic,left,jinc4,algo6,0.002401350706020083,38.587509494008955,0.022609722859453455,1.6056552080304494e-06,-0.017720727295939737,0.017720727295939737,0.06118602416989769,0.6975772178587272,0.03484457817726901,0.012257650367073006
development,dev_00105_straight_coedge,straight,coedge,box,left,bilinear,plain,0.003186644028452259,31.578962010944895,0.03345976229874872,0.0,0.5071085470839011,0.5071085470839011,0.07564080007248765,1.4374153828852057,0.04424623031878755,4.417129925319127e-08
development,dev_00105_straight_coedge,straight,coedge,box,left,bilinear,algo6,0.0024952285393057263,33.17624351323162,0.0261464226215529,0.0,0.3936255374315242,0.3936255374315242,0.06654491659737485,1.1002237894207745,0.03464598964811081,3.343891529809861e-08
development,dev_00105_straight_coedge,straight,coedge,box,left,bicubic_catrom,plain,0.002960476706286495,31.846019970899512,0.03108311800765694,0.0,0.505602175664087,0.505602175664087,0.06370274495243763,1.2759597383665657,0.04110592253328789,4.43486940293085e-08
development,dev_00105_straight_coedge,straight,coedge,box,left,bicubic_catrom,algo6,0.002434447092760952,33.20570158858918,0.025455706649933876,0.0,0.4066967554436302,0.4066967554436302,0.05852688916348729,1.0104461703556502,0.033802039544319824,2.8560558954874676e-08
development,dev_00105_straight_coedge,straight,coedge,box,left,bicubic_sharp,plain,0.0029249481383704238,31.892367303170555,0.03070916503860471,0.0,0.5053351524021082,0.5053351524021082,0.06248348227178632,1.248060942037512,0.040612612784441025,4.443739141736712e-08
development,dev_00105_straight_coedge,straight,coedge,box,left,bicubic_sharp,algo6,0.0024218636514688158,33.20907289070345,0.02532107059648427,0.0,0.40918541750970877,0.40918541750970877,0.057566797036918124,0.9929403672059924,0.033627320324913376,2.8560558954874676e-08
