study,scene,seed,family,condition,degradation,true_siting,observation,motion,base,bm,mae,psnr,edge_mae,smooth_mae,phase_px,phase_abs_px,alias_px,spread_delta_px,bleed_mass,ringing_mass
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,left,q10,,algo6_jinc3,0,0.00476537575987363,34.41105898058327,0.04437781202051112,0.0002886307539440514,-0.11313039353128793,0.11313039353128793,0.16897610971710977,1.0146709320707603,0.049324171839370615,0.016819925069631564
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,left,q10,,algo6_jinc3,1,0.004601564338785024,34.47531254254863,0.04350946017837573,0.0002887461152914468,-0.11261084219722381,0.11261084219722381,0.1687377275200043,1.0132221475845,0.04752569066892777,0.015909710122893255
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,left,q10,,algo6_lanczos4,0,0.00467293476131523,34.63871966137471,0.04142538275170539,0.00028790374303103557,-0.10673922736220831,0.10673922736220831,0.16747260027741187,0.967251734569214,0.04818238207094726,0.01533276857143002
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,left,q10,,algo6_lanczos4,1,0.004460147660066713,34.71581970311535,0.040675254973133894,0.00028783566085621715,-0.10640054958914046,0.10640054958914046,0.16705436586025138,0.9668366138513207,0.04594772925511712,0.014106191506254532
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,left,q10_noise,,algo2_lanczos3,0,0.008702455373277355,31.354518925649554,0.04982712132511681,0.004228451681445308,-0.4860392708114249,0.4860392708114249,0.25010673893735286,1.144013982376754,0.05630492470005438,0.011446835351220909
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,left,q10_noise,,algo2_lanczos3,1,0.007090586535061588,31.467300704014477,0.049328794192314535,0.002450405825151219,-0.4856687212536753,0.4856687212536753,0.2502031145715749,1.1435416512916774,0.05471867105613152,0.010656516821611495
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,left,q10_noise,,algo6_jinc3,0,0.007896517792992747,34.09122856811741,0.04512629483014323,0.0038251175681666824,-0.11573538229613148,0.11573538229613148,0.16954865384174278,1.0189989820640797,0.05124139484195482,0.018052704787502687
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,left,q10_noise,,algo6_jinc3,1,0.006403882052547979,34.29841125688994,0.04434449794470787,0.0022154470699162977,-0.11534262377167606,0.11534262377167606,0.16935303262689191,1.0173257612004605,0.049344205253181006,0.017072423616246807
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,left,q10_noise,,algo6_lanczos4,0,0.008219894959770572,34.237149836766356,0.04230108809306763,0.004331233856819814,-0.10938222557000814,0.10938222557000814,0.16844591772329892,0.9729057775323304,0.050208554337067265,0.016559516811477288
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,left,q10_noise,,algo6_lanczos4,1,0.0065310120406967655,34.50016809606709,0.04166201696907159,0.002512281172260243,-0.10900740445219237,0.10900740445219237,0.1681616923840178,0.9722049910959458,0.04798660491637531,0.015414540522864886
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,clean,,algo2_lanczos3,0,0.004704422195372941,32.4214991356444,0.04563588192955389,3.780490563561519e-07,-0.2849663200488386,0.2849663200488386,0.26203764919873535,1.2099478281784357,0.051138179443244426,0.009556905943013373
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,clean,,algo2_lanczos3,1,0.004559585614763008,32.44841301922471,0.04505733124532136,2.5412508486104864e-06,-0.2840403798053296,0.2840403798053296,0.26179096045380484,1.2085469966106808,0.049531307647980395,0.008849792614845293
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,clean,,algo6_jinc3,0,0.004659724720888887,34.41971659528219,0.045016533199010327,5.984835470804856e-07,-0.09884480023955636,0.09884480023955636,0.17343427636309428,1.005633002075157,0.050654959199684005,0.01803603519996007
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,clean,,algo6_jinc3,1,0.004495675343450723,34.48726217209621,0.04409259696833379,2.389420322807772e-06,-0.09844694237587155,0.09844694237587155,0.1731112660645651,1.0045025469387463,0.04886033031202498,0.01706930565913873
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,clean,,algo6_lanczos4,0,0.004618216002294783,34.69794225919162,0.042227019637981096,4.273893344881279e-06,-0.09439778930030568,0.09439778930030568,0.17126258612040446,0.955486978670931,0.049970668607524464,0.016776761683147578
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,clean,,algo6_lanczos4,1,0.004355761746841311,34.78125633294824,0.041298897859698105,4.674156246307705e-06,-0.09408967605423149,0.09408967605423149,0.17111146805129962,0.9552175898070416,0.04723757642897822,0.015266804833940807
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,q10,,algo2_lanczos3,0,0.004932140055800424,32.418536416759814,0.045636138742273555,0.00028852988630422347,-0.28582382369442993,0.28582382369442993,0.2620844642123848,1.2092005002027006,0.05111849955504849,0.009520943886378691
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,q10,,algo2_lanczos3,1,0.004789291062093947,32.44526096761844,0.045051186364248895,0.00028892067175114616,-0.2849208566338274,0.2849208566338274,0.2618380992770632,1.207891885726574,0.04953542039064424,0.008803241747608851
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,q10,,algo6_jinc3,0,0.0048830262343401865,34.42303162813359,0.044992706450492345,0.00028870676760561764,-0.0989894403256063,0.0989894403256063,0.17339773073218276,1.0042410606177263,0.050599061883985996,0.017994126216286703
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,q10,,algo6_jinc3,1,0.004720677397444331,34.490721939535646,0.044061567558466255,0.00028927024478824545,-0.09858740091493438,0.09858740091493438,0.17307176314112804,1.0031355051446074,0.048815494181499594,0.01702692009331215
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,q10,,algo6_lanczos4,0,0.004835420733414349,34.70156756457459,0.042203611297216934,0.0002881196248511385,-0.09455014895756196,0.09455014895756196,0.17123031835925565,0.9540705743542177,0.04990733410453513,0.016731066008408863
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,q10,,algo6_lanczos4,1,0.004572048873389717,34.784835819499264,0.04127971540622509,0.0002878640627300012,-0.09420063117737683,0.09420063117737683,0.17111584249726736,0.9536951306650767,0.04716136373047318,0.015196390527610978
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,q10_noise,,algo2_lanczos3,0,0.00841194846233275,32.205807095409284,0.04582755763903194,0.004309027697239625,-0.2873844418100109,0.2873844418100109,0.25886727836601686,1.219268809851949,0.052520383504175004,0.009883764497880336
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,q10_noise,,algo2_lanczos3,1,0.0068996629071552225,32.341272046955226,0.045291562137749895,0.002657735789571667,-0.2868836790240937,0.2868836790240937,0.25860840541665964,1.2164473412078096,0.05084353904905064,0.009080464502663485
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,q10_noise,,algo6_jinc3,0,0.00799166017127896,34.13945043087327,0.04510968952499319,0.003909327599796511,-0.09979695084130823,0.09979695084130823,0.17305927212404895,1.0126459854388181,0.051798295229673386,0.018302890760380598
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,q10_noise,,algo6_jinc3,1,0.006549574412582885,34.35136377106816,0.04426134276547514,0.0023713640111964196,-0.09927078350998937,0.09927078350998937,0.17288058098579787,1.011236976848806,0.049852797318072545,0.017261905296306525
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,q10_noise,,algo6_lanczos4,0,0.008291905935500778,34.32481158375536,0.04236575546556629,0.004401725382887803,-0.09550049541030747,0.09550049541030747,0.17083561407889047,0.9627423064644751,0.050727594998620805,0.01681764684395776
Recon,bm_holdout_03012_straight_misaligned,3012,straight,misaligned,lanczos,center,q10_noise,,algo6_lanczos4,1,0.006689396905939147,34.583736421335026,0.0416876796265396,0.0026755277701470603,-0.09516243527956673,0.09516243527956673,0.17088125504766766,0.9615712607819407,0.048593027694594296,0.015712011073316847
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,clean,,algo2_lanczos3,0,0.00275153151504297,32.66164046825484,0.027807879667025623,1.7848963450108257e-08,0.49854103538090094,0.49854103538090094,0.1486220945140875,1.1957596264777615,0.04142834518903068,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,clean,,algo2_lanczos3,1,0.002715981193729504,32.66867311698193,0.02772801376633132,5.321039463437739e-07,0.4989842898638457,0.4989842898638457,0.14892682932789433,1.1892820758034022,0.040824208807732375,2.6701048250728154e-10
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,clean,,algo6_jinc3,0,0.0028189191509718223,32.56995984374309,0.028786536730227193,8.315380130495343e-12,0.49846086236146,0.49846086236146,0.13002514777108762,1.3182645062607317,0.042443927111370225,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,clean,,algo6_jinc3,1,0.002791209255140317,32.576505239209084,0.02872326293782819,1.6236188544315241e-06,0.4987675734901658,0.4987675734901658,0.13004721591956622,1.3126540077200097,0.041957052978908733,6.7434465419088e-11
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,clean,,algo6_lanczos4,0,0.0028281753131230293,32.65752595975475,0.02807926259343471,3.0559784222749017e-07,0.4987497693259924,0.4987497693259924,0.15138747337296762,1.1813784814371453,0.04255671910054627,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,clean,,algo6_lanczos4,1,0.002787326005724158,32.674046526524435,0.027947461047958876,1.2819925489436303e-06,0.4989546814054532,0.4989546814054532,0.15114279913961676,1.1746717118573282,0.04189222168532156,6.623441636425095e-10
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,q10,,algo2_lanczos3,0,0.00300844274915563,32.65917899607052,0.027926035263113762,0.00028525493759107556,0.4987679657050976,0.4987679657050976,0.14862893245115463,1.195519516374973,0.041647813305081355,0.00011262501634302593
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,q10,,algo2_lanczos3,1,0.002970810978115707,32.66624562675916,0.02783421316239366,0.00028514867049774954,0.49921213406716125,0.49921213406716125,0.14893810550795342,1.1889348837505564,0.04102606448300537,0.00010431699809573946
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,q10,,algo6_jinc3,0,0.0030753095444710768,32.56811731805574,0.028925772252391437,0.00028527244008035355,0.49863773590898947,0.49863773590898947,0.1300274174096788,1.3179157596664264,0.04263869406921523,0.00010360599983306158
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,q10,,algo6_jinc3,1,0.003048013551701193,32.574663239611795,0.028859899614049243,0.0002857776992078427,0.4989418214204626,0.4989418214204626,0.1300464065366649,1.3123163305577652,0.04215188983029553,0.00010162707240808577
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,q10,,algo6_lanczos4,0,0.00308488894471027,32.655043651837055,0.028188453067178626,0.0002851913519580627,0.4989830991190325,0.4989830991190325,0.15139744100692643,1.1811057641193785,0.042790152775567206,0.0001200425128142039
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,q10,,algo6_lanczos4,1,0.0030420117353332277,32.667541665288404,0.028089972792388705,0.0002855812303356028,0.49918777447548957,0.49918777447548957,0.15115677235103647,1.1759302293468634,0.04209173189121343,0.00010918063067254566
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,q10_noise,,algo2_lanczos3,0,0.007017737127468109,32.38989873767822,0.031828248534587884,0.004344582723985825,0.5028844194887843,0.5028844194887843,0.14762928992304797,1.179652078898843,0.04784070638318857,0.00457678267377473
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,q10_noise,,algo2_lanczos3,1,0.00537916872636163,32.52063906113228,0.03133944329922434,0.0025409645940748134,0.5042546225732674,0.5042546225732674,0.14777420815657646,1.1746232257816858,0.04612639790312165,0.003921327777096026
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,q10_noise,,algo6_jinc3,0,0.006752663946876438,32.34109656121135,0.03335625082313311,0.0039008686244848094,0.5024302724595099,0.5024302724595099,0.12884101047521618,1.2986465635896858,0.049932776329418026,0.0061857291397505575
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,q10_noise,,algo6_jinc3,1,0.0052628902424383716,32.45256210423201,0.03289370448830942,0.0022626511054113507,0.5028539522206763,0.5028539522206763,0.12927065968964258,1.2938592603428596,0.048335607607095016,0.005475344812674891
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,q10_noise,,algo6_lanczos4,0,0.007212768834997116,32.3730510826941,0.03208369332978258,0.00445527030526483,0.5028751389461414,0.5028751389461414,0.15069443555449888,1.1652016906975802,0.049285562886368664,0.005228503356366197
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,left,q10_noise,,algo6_lanczos4,1,0.005502698828253469,32.52173114883311,0.031435400117992514,0.0026071757577786534,0.5042194169521385,0.5042194169521385,0.1500335588402533,1.1603745097474256,0.047264810828935536,0.004442780185768026
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,clean,,algo2_lanczos3,0,0.002242155885861742,35.5872268491033,0.022311119591211622,1.6017500976366657e-08,0.004140860628555903,0.004140860628555903,0.1316745018549833,1.2452274449317677,0.03375756630807051,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,clean,,algo2_lanczos3,1,0.002190311024605762,35.62391549955513,0.022070319754718747,1.471306729529585e-06,0.004538089756455247,0.004538089756455247,0.13215788602846604,1.2315250458035076,0.03300119366585499,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,clean,,algo6_jinc3,0,0.002296518801372021,35.14820034613208,0.02322902977036955,5.612881588084357e-11,0.0028938312708807466,0.0028938312708807466,0.11558399912769285,1.349723329746829,0.03457980407845406,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,clean,,algo6_jinc3,1,0.00226353148671338,35.16918378477164,0.02306362048381873,1.9385479390621185e-06,0.0028664814000995014,0.0028664814000995014,0.1158072233193586,1.3416554871328814,0.034106217502128514,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,clean,,algo6_lanczos4,0,0.0023463494088284275,35.60409902612737,0.022628934435141718,4.033936420455575e-07,0.004139148253835027,0.004139148253835027,0.12623021269109194,1.2531378857915283,0.035290783271193504,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,clean,,algo6_lanczos4,1,0.0022734348060190466,35.65092210471842,0.0223765590836549,3.67203999000291e-06,0.004208747410616995,0.004208747410616995,0.12644570146118247,1.2428603109565444,0.03418754358288078,6.688898905659628e-11
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,q10,,algo2_lanczos3,0,0.0024915990903792754,35.58736131443487,0.022390472936032375,0.00028527318569277193,0.0041795727729222205,0.0041795727729222205,0.13166933408609385,1.2447679568482446,0.03391998235712804,0.00010332181340172177
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,q10,,algo2_lanczos3,1,0.002434179306585556,35.62396580737062,0.022130915910868982,0.00028513108831941194,0.004576912441743165,0.004576912441743165,0.13215425173757897,1.231010622353164,0.03312113151575128,8.22352511542184e-05
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,q10,,algo6_jinc3,0,0.0025482730018165037,35.14829319028813,0.023345349134788626,0.0002852724643335456,0.00288996173831941,0.00288996173831941,0.11557392741318734,1.3492162747677265,0.034735590618635924,0.00010030494914168404
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,q10,,algo6_jinc3,1,0.0025127015758702816,35.1697272573108,0.023170067041757562,0.00028520709366559806,0.00285904707572853,0.00285904707572853,0.11579711343379998,1.3407976005503706,0.03423907998062316,9.186086910111564e-05
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,q10,,algo6_lanczos4,0,0.002593300062882233,35.6043370896047,0.02269965583651529,0.0002852477482520044,0.004186331507377794,0.004186331507377794,0.12622880218916754,1.252655157989225,0.0354711435114344,0.0001128330117180234
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,q10,,algo6_lanczos4,1,0.0025120292279316677,35.65206149963874,0.02242900586835666,0.0002847889298295957,0.0041950654546266935,0.0041950654546266935,0.1264237307220214,1.2424084480672346,0.034336499736777375,8.147821894713811e-05
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,q10_noise,,algo2_lanczos3,0,0.00626817740624506,35.12965593706301,0.026642330454965953,0.004076013369956941,0.0024646994809912775,0.0024646994809912775,0.1343922558037867,1.2221557245950851,0.040395490337340606,0.005718542035624739
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,q10_noise,,algo2_lanczos3,1,0.004715010159882709,35.37090385179863,0.026017234664669514,0.002382938128167076,0.002457591288885331,0.002457591288885331,0.1347619417517686,1.2158464625589773,0.03869233921258932,0.004872317157042701
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,q10_noise,,algo6_jinc3,0,0.005962911486612671,34.7919801239002,0.027938139574221817,0.003621285319414234,0.002212820018326699,0.002212820018326699,0.1173174710834215,1.3271707725444877,0.041845182777338084,0.00648665313132196
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,q10_noise,,algo6_jinc3,1,0.0045593775284859745,34.977379962294364,0.027516292351893276,0.0020509069297640096,0.0024802722730187824,0.0024802722730187824,0.11740854425643264,1.3213428309826885,0.04057064155737559,0.005815689687594949
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,q10_noise,,algo6_lanczos4,0,0.0064768995773910425,35.12088528220303,0.026889585655312874,0.004183685390065269,0.002228828255602275,0.002228828255602275,0.12844466186411516,1.2244293587132127,0.04218784726357886,0.0064626503430883445
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,box,center,q10_noise,,algo6_lanczos4,1,0.004858796854175854,35.38446104756233,0.026366858392152824,0.0024099183602153233,0.002269448882398207,0.002269448882398207,0.12865666431788866,1.2186987872154766,0.04042443045459333,0.00556138659816324
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,clean,,algo2_lanczos3,0,0.002530846757240593,34.630516881091836,0.02566666714076183,3.6875246137025814e-08,-0.0013444419814151825,0.0013444419814151825,0.09665611686164588,1.5217429986098874,0.03810717234210599,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,clean,,algo2_lanczos3,1,0.002495974584742565,34.654740794642386,0.025544705007892583,5.43837640656247e-07,-0.000981539245387945,0.000981539245387945,0.09696169948275038,1.5132831399247242,0.037617994317164026,3.317175634705228e-11
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,clean,,algo6_jinc3,0,0.0026144885892200793,34.32835373469989,0.02684981377613093,5.335702250401179e-11,-0.0010019567030589201,0.0010019567030589201,0.09937517002993405,1.6035918935958842,0.03935964720412379,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,clean,,algo6_jinc3,1,0.002585510122160139,34.346696857707784,0.02671285681762605,1.3019695567588012e-06,-0.0005846218404022842,0.0005846218404022842,0.09972505961963586,1.594291202264635,0.03895600907327164,6.7434465419088e-11
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,clean,,algo6_lanczos4,0,0.0025700538028636433,34.648099174429795,0.025751973259676084,1.9342752195717324e-07,-0.0013816826127029153,0.0013816826127029153,0.10000659092336356,1.5147389889409717,0.038691945906196325,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,clean,,algo6_lanczos4,1,0.0025228642291345387,34.67502808448078,0.02562560050262705,5.493403434576023e-07,-0.0011333965002458615,0.0011333965002458615,0.0999226579599675,1.506873342759806,0.03802839812955686,4.3232378804526296e-10
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,q10,,algo2_lanczos3,0,0.0027848644476473547,34.630409052512206,0.02576432490942742,0.00028527452862666297,-0.001377366437118314,0.001377366437118314,0.09660999800307683,1.5211837126558954,0.03827447071671486,0.00010655492189384641
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,q10,,algo2_lanczos3,1,0.0027478563544034084,34.653008732377444,0.0256327903825877,0.000285409044452189,-0.0010139420615446614,0.0010139420615446614,0.0969170873053794,1.5133267001403725,0.03775078506164607,9.71738426458268e-05
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,q10,,algo6_jinc3,0,0.0028704376314623364,34.32823865828999,0.026974567754223244,0.0002852724317649734,-0.000992602688396986,0.000992602688396986,0.09932669327718696,1.6030435363037774,0.03952503568004994,0.00010577917453788576
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,q10,,algo6_jinc3,1,0.0028402525301673715,34.34649166713975,0.026828091163008053,0.00028531720315749267,-0.0005689322573714133,0.0005689322573714133,0.09968144337957902,1.5937682835155154,0.03911450183728621,0.00010022157359690893
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,q10,,algo6_lanczos4,0,0.0028249461088668635,34.64797715608308,0.02582906827635833,0.000285272066581196,-0.0014194202037807085,0.0014194202037807085,0.09995019933419987,1.5140921015895108,0.03888676920905709,0.00012058338948658534
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,q10,,algo6_lanczos4,1,0.0027796061076844863,34.67641526950516,0.025660823003774914,0.00028542185221643496,-0.0009385342292658194,0.0009385342292658194,0.09988038651993067,1.5058893346877231,0.03825555029990418,0.00010878459683486394
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,q10_noise,,algo2_lanczos3,0,0.006587237221199864,34.29465589766871,0.029002105281116592,0.004169623757618302,-0.002514275385298079,0.002514275385298079,0.09642896535108252,1.5156488852530288,0.043173048711780994,0.003765713398544384
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,q10_noise,,algo2_lanczos3,1,0.004987319068065007,34.51795281591781,0.028337400103347527,0.0024451096164522738,-0.0020884588289404554,0.0020884588289404554,0.09683056227044982,1.506616435314668,0.04144052125602251,0.0029318790309064624
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,q10_noise,,algo6_jinc3,0,0.006373748380605106,34.055399684159426,0.030685581332325757,0.0037643970409546802,-0.0010761433622463947,0.0010761433622463947,0.09948453377042309,1.5888312695680522,0.04561157134317216,0.005588412063107604
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,q10_noise,,algo6_jinc3,1,0.004899581937006732,34.237150953203056,0.030038018103504156,0.002179130732353466,-0.0003698067094357393,0.0003698067094357393,0.09995439379244465,1.5770924146467635,0.04406168203180035,0.004801050873495461
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,q10_noise,,algo6_lanczos4,0,0.006722760555572169,34.2951822508561,0.028976754960240214,0.004275546570646665,-0.0024026369498757155,0.0024026369498757155,0.0999228380784478,1.5071270938291823,0.04382900430244349,0.004043913510118034
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,left,q10_noise,,algo6_lanczos4,1,0.00507438907099595,34.53016011337548,0.02843247465032272,0.0024884833075616156,-0.0017988748940961838,0.0017988748940961838,0.10013571811314387,1.499892216281458,0.042045738880655596,0.0031765572868087994
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,center,clean,,algo2_lanczos3,0,0.0028668745269282464,34.05043411690653,0.02913683377188309,4.707128807370152e-08,0.0007380877770064469,0.0007380877770064469,0.10350938762796293,1.7613360029591254,0.043166367492328085,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,center,clean,,algo2_lanczos3,1,0.002835909776961644,34.07057603985435,0.02897820729932781,1.0720777070327175e-06,0.0010035103082817187,0.0010035103082817187,0.10358068226044649,1.750504134376056,0.042739260387385174,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,center,clean,,algo6_jinc3,0,0.002886741961734812,33.83873134111228,0.029764436219065396,4.353794446658521e-09,8.870445160988471e-05,8.870445160988471e-05,0.10250571116691023,1.8123915184214678,0.04345280124938914,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,center,clean,,algo6_jinc3,1,0.002861663882526697,33.85357071857213,0.029613158994498873,1.5279947547242045e-06,0.00045832803763991493,0.00045832803763991493,0.10320222838842702,1.8006452320063508,0.0430916239995332,4.363832707886064e-12
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,center,clean,,algo6_lanczos4,0,0.002901656499181746,34.062540858603825,0.029265705827475313,2.9274850108084224e-07,0.00044242954528483393,0.00044242954528483393,0.1032981720655634,1.7653327085313917,0.043686373181463706,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,center,clean,,algo6_lanczos4,1,0.0028564926757602086,34.08427521699696,0.02907098616889839,2.543891674750263e-06,0.0007164457843740413,0.0007164457843740413,0.10331336889519185,1.7537644477509526,0.043029338365332,0.0
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,center,q10,,algo2_lanczos3,0,0.003116582310441755,34.05026165378528,0.029229268439978893,0.0002852696440337847,0.0009186898551843166,0.0009186898551843166,0.10367244265130726,1.7610508406212855,0.04328710896273454,7.938850848447709e-05
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,center,q10,,algo2_lanczos3,1,0.00308276456252771,34.07038924768927,0.029059283817852184,0.00028475502317416526,0.001189266802550572,0.001189266802550572,0.10373781948989202,1.7501705276555195,0.04284989430258671,7.382434393678392e-05
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,center,q10,,algo6_jinc3,0,0.0031411228574514246,33.83827050372822,0.029887568149899294,0.0002852720859837497,0.0003521627962596189,0.0003521627962596189,0.10258140494165917,1.8122329306380478,0.04358672020247295,8.604897274857475e-05
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,center,q10,,algo6_jinc3,1,0.0031138256205422853,33.85311144346793,0.029725595713898656,0.0002851579289805765,0.0007227201984450561,0.0007227201984450561,0.10326580536993943,1.800436911769253,0.04321741798360433,8.189997502735682e-05
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,center,q10,,algo6_lanczos4,0,0.003150463223006194,34.062304754149075,0.029350438154887387,0.00028529216485497145,0.0006125138243891995,0.0006125138243891995,0.10345412638300694,1.7651385767570869,0.043841895780393055,9.468259910742442e-05
Recon,bm_holdout_03013_sine_isoluminant,3013,sine,isoluminant,triangle,center,q10,,algo6_lanczos4,1,0.0031027378590105423,34.081372375191144,0.02917643163562475,0.0002857330608614055,0.0009471329681307594,0.0009471329681307594,0.10353222876156006,1.7577060214497089,0.043166775455964465,8.104581918035234e-05
