split,scene,family,condition,degradation,true_siting,assumed_siting,method,mae,psnr,edge_mae,smooth_mae,phase_px,phase_abs_px,alias_px,spread_delta_px,bleed_mass,ringing_mass
dev,dev_00102_straight_ridge,straight,ridge,triangle,left,left,korhonen,0.0036393053445906496,34.25236742618974,0.03821270611820182,0.0,-0.08491122187723607,0.08491122187723607,0.12899702564346494,1.6334002791116127,0.0396166745174144,3.5922442163739884e-08
dev,dev_00102_straight_ridge,straight,ridge,triangle,left,left,galosh_form,0.003865197488348321,31.39458740762137,0.04057875718556369,0.0,-0.006185938576615699,0.006185938576615699,0.47843904184435815,1.238551353489674,0.04207568991530154,4.088949589502244e-08
dev,dev_00102_straight_ridge,straight,ridge,triangle,left,left,lgcr_plain_jinc,0.003012700146237193,35.5007429793863,0.03084721190570928,0.0,0.000740608165262938,0.000740608165262938,0.06497226930398767,1.372800466403443,0.03279551351442933,2.306132089524042e-08
dev,dev_00102_straight_ridge,straight,ridge,triangle,left,left,lgcr_algo2,0.003109771595909726,35.321785451865715,0.03242132376117622,0.0,0.0004643740990878122,0.0004643740990878122,0.06463830814291754,1.4899311772774897,0.03385222525823684,2.1464767910185314e-08
dev,dev_00102_straight_ridge,straight,ridge,triangle,left,left,lgcr_algo4,0.004108702234398379,34.370874813013785,0.04265326413998255,0.0,0.000740608165262938,0.000740608165262938,0.06497226930398767,2.3511622828828065,0.04472633814882664,1.392548992520287e-08
dev,dev_00102_straight_ridge,straight,ridge,triangle,left,left,lgcr_algo6,0.0030010349731895564,35.42060834446578,0.030703193110195485,0.0,-0.0554242710000946,0.0554242710000946,0.06966487777497726,1.3532559210294701,0.03266851905555952,7.3618832088652114e-09
dev,dev_00102_straight_ridge,straight,ridge,bicubic,left,left,zimg_bilinear,0.0035713813713558417,35.01579228629652,0.03723257743187484,0.0,0.00018834980851753106,0.00018834980851753106,0.07874032073852685,1.4202833581340764,0.038877253620220084,0.004614856349126924
dev,dev_00102_straight_ridge,straight,ridge,bicubic,left,left,zimg_bicubic,0.0034251758398782684,35.91641982509298,0.03539723699468379,0.0,0.0003297080610065384,0.0003297080610065384,0.07019615540609628,1.1106993783509902,0.03728558105372247,0.009164225321174377
dev,dev_00102_straight_ridge,straight,ridge,bicubic,left,left,zimg_lanczos3,0.003445130490012091,36.32234903188507,0.03442615122162351,2.0911795131507374e-08,0.0004924056613848226,0.0004924056613848226,0.06524728387100791,0.9515923075764039,0.037493443493509575,0.011018861362355806
dev,dev_00102_straight_ridge,straight,ridge,bicubic,left,left,zimg_spline36,0.003423852851020392,36.252067341334346,0.034504701840530415,1.9151013388874985e-08,0.0004585082729404193,0.0004585082729404193,0.0649480417932003,0.9941842318193459,0.037263607584117425,0.010298110965994142
dev,dev_00102_straight_ridge,straight,ridge,bicubic,left,left,jbu,0.005252686820042934,29.791976331132513,0.05407283870748697,3.776568475933302e-10,-0.46115157016366254,0.46115157016366254,0.5368085949536989,1.4624713574188635,0.057178108110314325,0.005702986271076259
dev,dev_00102_straight_ridge,straight,ridge,bicubic,left,left,guided_filter,0.009254306994695862,27.850225829231977,0.09294564455830195,1.2192148937001115e-07,-0.8698327606006193,0.8698327606006193,0.05546586535719464,1.6824936724191197,0.10066284327989533,0.0017122259319183371
dev,dev_00102_straight_ridge,straight,ridge,bicubic,left,left,wada_ejbf,0.0025757312651162848,35.49280157278365,0.026754791012438415,1.032220080517055e-05,-0.031620291407891715,0.031620291407891715,0.17861884002471984,0.9764435505147053,0.0278793199076539,0.00012967670946160243
dev,dev_00102_straight_ridge,straight,ridge,bicubic,left,left,korhonen,0.0034476201403137612,34.981777932412214,0.03593303107684386,0.0,-0.08479049941290533,0.08479049941290533,0.12721406425039086,1.2802379884151256,0.0375300178393012,0.004544189798512629
dev,dev_00102_straight_ridge,straight,ridge,bicubic,left,left,galosh_form,0.004334150022233784,31.29857297954676,0.04513439245743896,0.0,-0.007866150195651738,0.007866150195651738,0.4768257956602568,1.124544099952755,0.04718058317944053,0.0075406703926135035
dev,dev_00102_straight_ridge,straight,ridge,bicubic,left,left,lgcr_plain_jinc,0.003567429214653122,36.2591478948973,0.0354898838903366,9.132366228316511e-09,0.0005989313374138069,0.0005989313374138069,0.062049528442196904,0.9981490569388536,0.0388150436448909,0.011452701474939073
dev,dev_00102_straight_ridge,straight,ridge,bicubic,left,left,lgcr_algo2,0.0035927235273691236,36.116983356318826,0.036661015427929065,9.132366228316511e-09,0.0003203074745606723,0.0003203074745606723,0.06167837669291553,1.1044957195018423,0.039090790608454315,0.010641201277307812
dev,dev_00102_straight_ridge,straight,ridge,bicubic,left,left,lgcr_algo4,0.00407841927137451,35.346691158509486,0.04182512627426149,9.132366228316511e-09,0.0005989313374138069,0.0005989313374138069,0.062049528442196904,1.740353033924953,0.0443777539323838,0.007074763283266553
dev,dev_00102_straight_ridge,straight,ridge,bicubic,left,left,lgcr_algo6,0.0036145104524751203,36.13788188975065,0.0359342339178879,9.132366228316511e-09,-0.05123586688443274,0.05123586688443274,0.0661689491602632,0.9850737206077118,0.039327559393963644,0.0118550854579856
dev,dev_00103_sine_luma_only,sine,luma_only,box,left,left,zimg_bilinear,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,box,left,left,zimg_bicubic,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,box,left,left,zimg_lanczos3,1.4901161193847656e-08,150.0,1.4901161193847656e-08,1.4901161193847656e-08,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,box,left,left,zimg_spline36,1.4901161193847656e-08,150.0,1.4901161193847656e-08,1.4901161193847656e-08,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,box,left,left,jbu,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,box,left,left,guided_filter,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,box,left,left,wada_ejbf,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,box,left,left,korhonen,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,box,left,left,galosh_form,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,box,left,left,lgcr_plain_jinc,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,box,left,left,lgcr_algo2,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,box,left,left,lgcr_algo4,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,box,left,left,lgcr_algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,triangle,left,left,zimg_bilinear,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,triangle,left,left,zimg_bicubic,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,triangle,left,left,zimg_lanczos3,1.4901161193847656e-08,150.0,1.4901161193847656e-08,1.4901161193847656e-08,nan,nan,nan,nan,nan,nan
